U' B U2 D R2 D' U' B R2 D2 R2 U' D L' R' ,x- z- y+ D' L D' L D' L y- F2 U2 B2 U2 F2,11,true
U F' L F2 D F' D L' D L2 R L2 R2 B' D ,L y- F R' F' L y+ y+ F2 U2 B2 U2 F2 y-,10,true
B U' L' R L2 R2 L D L F U' B2 L B' F2 ,x+ x+ y+ y+ F' D R' y+ R' y+ B2 F2 U' R2 U F2 y+ y+ F2 U' R2 U F2 y+ y+,15,true
L2 U R' D' B' D' U2 F' B' U' L' D2 F2 D L' ,x+ R' y+ y+ R' y+ L y+ D R2 y+ F2 U' R2 U F2 y-,10,true
D' R' B U2 R2 D' R2 D' B2 F B U2 R' U' D2 ,y+ y+ L y+ L y+ F2 U L2 U B2 U R2 U F2,11,true
L' U2 D2 R2 D' L F U2 L B' L B D2 U' F ,F R' F' D' R' y+ y+ R' y+ y+ F2 U2 B2 U2 F2,11,true
L2 F' L2 R2 B R2 L2 D R' D' B F' U' F' B2 ,x- z+ F' D R' y+ F R' F' y+ D' F R' F' y+ y+,10,true
B2 F' D2 U' F2 U2 F2 R' B U2 R B' U2 L' F2 ,x+ x+ y+ L y+ y+ F' D R' y+ B2 F2 U2 B2 U2 F2 y+ F2 U2 B2 U2 F2 y-,15,true
F2 R' F2 U L U' F U2 D L2 U L F U' B' ,x+ F R' F' y- D' L y+ D2 R2 y+ F2 U' R2 U' B2 U2 F2 y-,14,true
D2 L' D2 F' U D' L' U' B2 F2 U D2 U' D2 L' ,x- z- y+ L y- D2 U2 B2 U' L2 U' F2,8,true
D2 U2 B L B U D2 B2 U' L2 F' U L D R ,x+ x+ y+ y+ D' F R' F' y+ y+ D2 B2 F2 U' R2 U F2,11,true
F' D2 B L2 D' L B' U B' L2 F D U F' D2 ,D' L D' L2 F2 U L2 U2 R2 U F2,11,true
U L U' F' R U L' R L U' L R' U' F2 R ,x+ y- D' R' y+ D' R2 F2 U2 B2 U2 F2,9,true
F' R' D' F' U' B D U R' U D L2 D R D ,x- z- R' y+ L y+ F' D R' y+ y+ F2 y+ F2 U2 B2 U2 F2 y-,11,true
F B2 R D L2 F D R' F' L' D L F B' F2 ,x+ L y- F R' F' D2 F R' F' y+ F2 U' R2 U2 L2 U' F2,15,true
D F' D' F' D' B L F' R U' D U2 F D L2 ,R' y+ R' y- U L2 U' F2,6,true
D2 R' D B U L' R B' L' B U2 R2 F' L2 R' ,x- y+ F' D R' D' R' L y+ y+ F' D R' y+ y+ F2 U' R2 U F2 y-,14,true
