F U2 R' U2 B' R B D2 R U R' B' F2 L2 B2 ,y+ L D2 L y+ D2 F R' F' y- F2 U2 B2 U2 F2 y-,19,true
D' B R U R D R B F' L B' U2 R F' U ,D' F R' F' y+ y+ F R' F' y+ y+ D2 U' R2 U2 L2 U' F2,19,true
B' F' D R' L2 U2 L2 B2 U' B' U' F2 B F D' ,F' D R' y+ F R' F' y+ D2 L y+ y+ D2 U L2 U2 R2 U F2,21,true
F' B' D F2 L2 U' F L B' D2 U' F D' F' D' ,F R' F' D' F R' F' y- L D' L y+ F2 U2 B2 U' L2 U' F2,22,true
D F' D U L' U' F B2 F U D2 U2 L2 F2 R' ,R' D' L y- D' F R' F' y+ F2 U L2 U B2 U R2 U F2,21,true
B L D' U2 D' L2 R F2 D2 F2 D B2 D' U' R' ,R' L y- L y+ U' R2 U F2,9,true
U L' D2 F' L R F' B2 R L' R F' D' B F' ,R' L y+ y+ D' F R' F' y+ y+ D B2 F2 U L2 U2 R2 U' B2 U2 F2,25,true
L' B' F' B F' U' L R' L2 B L F D F R ,y+ F' D R' y+ D' R' D L y+ y+,7,true
D' F B' U2 R L' D F R2 D' F' L' U' L' F' ,R' y- F' D R' D' F R' F' L y+ y+ F2 U2 B2 U2 F2 y-,19,true
U R' L2 B' R F L' U2 D U B' D2 F L' D' ,F' D R' D' F R' F' y+ R' y+ D2 L y+ y+ F2 U2 B2 U R2 U2 L2 U' F2,27,true
F' U2 D' B R2 U2 R U' D R' F B' R B U' ,y+ y+ F' D R' L y+ R' y+ F2 U' R2 U' B2 U' L2 U' F2,19,true
B2 R2 U' B' R D' L U2 R' B2 L2 D F2 B' L2 ,y+ F' D R' D' F R' F' y+ R' D L y- F2 U' R2 U F2 y-,18,true
F2 B' D2 F2 L' R' D' B L2 D2 L D' F2 U R ,y+ R' D' R' y- D2 R2 F2 U' R2 U F2,15,true
U B' U R U F R2 L U2 F' L2 B' R2 D L' ,y+ y+ F' D R' D' R' y+ F R' F' y+ D B2 F2 U L2 U B2 U2 F2,23,true
L2 R F2 L' D2 L U' L' F' B F2 U' D' B F2 ,y+ D' L y+ y+ L y+ D' U L2 U B2 U R2 U F2,16,true
L U L' U' L D B R B U2 R2 B2 D' F B ,F' D R' y+ F R' F' L y+ y+ F' D R' y- F2 U' R2 U F2 y+ y+,18,true
B L2 B' F' D2 U R' L F2 D' L B2 L U' D2 ,L y+ y+ F' D R' y+ y+ D' R2 F2 U L2 U2 R2 U' B2 U2 F2,23,true
U' F2 L' F D U2 D2 L2 F L2 U' F B F' R2 ,y- D' F R' F' y+ D' R2 F2 U' R2 U' B2 U2 F2,19,true
F' D' B U2 R' B2 U R' L' F R' L U' L2 D' ,L y+ y+ D2 F R' F' y+ F R' F' y+ F2 U' R2 U' B2 U' L2 U' F2,23,true
B R2 U B L R2 D' B2 D' R' D' B L2 R F' ,F R' F' y- R' y+ D2 R2 F2 U2 B2 U R2 U2 L2 U' F2,24,true
D2 B D F2 B2 F2 L2 D' R' B' U L D L D2 ,y+ R' y+ D' R' D' R' y+ y+ F2 U L2 U2 R2 U' B2 U2 F2,21,true
D2 F' U2 R L' R2 B' L2 R D2 B D' L F' L ,y+ F' D R' y+ y+ F R' F' D' F R' F' y+ B2 F2 U2 B2 U2 F2,22,true
L F R2 B2 U' B' F' R L B F L R' D U ,F' D R' y+ F R' F' y+ y+ F R' F' D R' y+ F2 U L2 U2 R2 U' B2 U2 F2,27,true
F' U B' R' D U D' R2 L' F B R' F R' B2 ,L y- L y+ y+ F2 U2 B2 U2 F2 y-,12,true
F D' R D2 F2 B2 D U' D' R' B2 F2 R2 U2 B' ,L y+ y+ F' D R' y+ D' F R' F' y+ R2,10,true
U' B' F R U2 B F' U2 R' B' F B F' U' D' ,y- F R' F' y+ F2 U' R2 U' B2 U' L2 U' F2,17,true
U' F2 R2 B2 U' L' R F2 U D' R2 B' D F2 B ,L y+ R' y- D2 B2 L2 F2 U' R2 U F2 y+ y+ F2 U' R2 U F2 y+ y+,24,true
B2 U' B F' R' D' F2 U2 R L R L B L R ,R' D' R' y+ F R' F' y- L2 F2 U2 B2 U' L2 U' F2,20,true
U' B' L2 U L F' D U2 L' F' R2 U' R U F' ,y+ y+ D2 L y+ y+ F2 U' R2 U F2 y+ y+ F2 U' R2 U F2 y+ y+,19,true
U' B U' R' F2 B L' U2 D' R2 B2 L R2 B F' ,D2 L y+ D2 R' y- F2 U2 B2 U2 F2,16,true
D F D R D2 R L2 F B2 F U' B2 R' F R2 ,F' D R' L D' L y- D' R' y+ F2 U L2 U' F2,16,true
D B' F2 B2 F2 D' U' L2 U D2 L' R F B' F2 ,y+ F' D R' D' F R' F' D' F R' F' y- D2 R2 y+ F2 U' R2 U F2 y-,23,true
U' L2 B' D2 L2 R' D L2 U2 D2 U2 L2 U2 D' R' ,y+ y+ L y+ D R' y+ F2 U2 B2 U' L2 U' F2,15,true
F2 B2 R2 D' L U2 D2 B2 R' U D' B' D2 R2 B2 ,y+ L y- R2 D L2 y+ y+ F2 U' R2 U F2 y+ y+,14,true
B2 R2 U2 L F' L2 D L' U2 R' F' L' R' U B' ,F R' F' y- F R' F' D R' y+ F2 U2 B2 U R2 U2 L2 U' F2,24,true
B F B2 U D R U B U R B' U F U D ,y+ y+ F' D R' D' R' y+ D2 L D' L y+ y+ F2 U2 B2 U2 F2 y-,20,true
U2 D' B' D2 L2 F' D R L2 B' F' U2 L2 R D ,y+ y+ F R' F' L D' F R' F' y+ y+ D B2 F2 U2 B2 U2 F2,21,true
F2 R2 L U' F' D2 F' D2 U2 B2 L' U' L2 F2 L2 ,R' D' R' D' R' y- L y+ F2 U' R2 U2 L2 U' F2,18,true
D U' B U2 F' D R2 F' L2 D U2 D2 B' L' R ,R' y+ D' R' D L y- F2 U2 B2 U' L2 U2 R2 U F2,21,true
D' U L2 D2 B' L' U2 F' R' F R B2 U2 B R2 ,L y+ R' y+ L y+ y+ D2 B2 F2 U L2 U' F2 y+ F2 U' R2 U F2 y-,23,true
D' R' B' D F2 U L' B' L' R D F' R2 F D ,R' y+ y+ F R' F' y+ F R' F' y+ B2 F2 U L2 U' F2,17,true
D' B F' L B L2 F D L R L2 F B' L2 D ,y+ F' D R' D' F R' F' y+ y+ R' D R' y+ y+ F2 U' R2 U F2 y-,18,true
D2 R F R' L' F2 L' B' D L2 D R F' U' F' ,F' D R' B2 F2 L2 y+ F2 U2 B2 U R2 U F2 y-,21,true
U B' F2 L2 R L2 R B2 U D' F2 D' L2 F L' ,L y+ R' y- D' L2 F2 U L2 U2 R2 U' B2 U2 F2,21,true
U' F' D' R2 F L2 D U' F' U2 B U D R2 B ,D L2 F2 U' R2 U2 L2 U B2 U2 F2,19,true
B L' F2 D2 F' U' B2 L' B L' R' D' F' D2 R2 ,y- D' L y+ F2 L2 F2 U L2 U2 R2 U' B2 U2 F2,22,true
B2 R D2 U2 B2 D2 B2 F2 L' D2 L' B2 R' U2 B' ,R2 D2 F2 D2 L2 y+ F2 U2 B2 U2 F2 y-,20,true
U' D U' B' L' D2 R U2 F2 L R2 D2 L F2 U ,y+ F' D R' D' R' y- D2 R2 D L2 F2 U' R2 U F2,20,true
U2 L2 F2 U2 R2 B U2 B2 D2 B' R' B' F2 R D' ,F' D R' y- L y+ D' L2 F2 U2 B2 U' L2 U2 R2 U F2,23,true
L' F R U' L' R2 F' B U2 B2 R U B2 U F ,y+ R' y+ L y+ y+ D' B2 F2 U' R2 U' B2 U2 F2,17,true
U' R' B R2 F2 U2 L B2 D B L' B' D B' R ,F R' F' L y+ L y+ F' D R' y- F2 U' R2 U F2 y-,16,true
B' U' R' L2 D F R B' D' F L2 D' L2 U' F' ,L D' U2 B2 U2 F2 y+ F2 U2 B2 U2 F2 y-,20,true
F B' U' R U2 F' L2 D U B2 U L2 F D B' ,y+ y+ L y+ L D2 L y+ y+ F2 U2 B2 U2 F2 y-,15,true
F2 D2 L' U' R L2 R' L2 B R2 F' D2 L' D R ,L y+ F R' F' y+ L y+ y+ D2 B2 F2 U2 B2 U R2 U F2,21,true
D' L U R2 B R2 B' U' B' L F2 L' U2 D' R2 ,F R' F' y+ R' D' R' F2 U2 B2 U R2 U F2 y-,18,true
L' D2 F' D' L' U2 F' D R' F R D B' F U2 ,y- F R' F' D' R' D L y+ F2 U2 B2 U' L2 U' F2,19,true
U' R F' B' F' U D' B2 F' L' B2 D2 L' F2 D' ,y+ F' D R' y+ y+ F' D R' D' R' y+ R2 F2 U L2 U B2 U R2 U F2,24,true
U B2 U D' B2 L2 B R' L2 B F' U' D F' D ,y+ D' F R' F' L D L y- F2 U' R2 U F2 y+ y+ F2 U' R2 U F2 y+ y+,23,true
L' R' B' L' R U' D B' D' F' B L' R' B2 R ,y+ L y+ L y+ D2 F R' F' D' F R' F' y+ F2 U2 B2 U R2 U F2,23,true
L D' F U' B2 F2 R' U B2 U' D2 F B' L2 U ,y+ F R' F' y- D2 R2 D2 U L2 U2 R2 U F2,19,true
L2 F U' R2 U' F L' U L D2 U2 L' D' F R2 ,y+ y+ D' R' D' R' y+ y+ D2 B2 F2 U' R2 U F2 y+ y+ F2 U' R2 U F2 y+ y+,24,true
L2 R' B D2 B2 U2 F L2 B2 F' D R U F2 L2 ,y+ F R' F' y+ D' F R' F' D L y+ y+ F2 U2 B2 U R2 U2 L2 U' F2,25,true
U2 F' R L' D2 L F2 R L2 F' U' R U F' D2 ,y+ y+ R' D' R' y+ F R' F' y+ y+ F2 U' R2 U F2 y-,14,true
F' L' B2 L2 R2 F' R' U2 R2 F' L' D' U' L' D ,F' D R' L D' R2,7,true
U F' R U D2 B F' U' L' R2 L2 D2 B2 L' B2 ,y- F' D R' D' F R' F' y+ D' R2 y+ F2 U2 B2 U2 F2 y-,20,true
F2 B2 U D2 U2 B' R2 D2 U L B D' U R2 D2 ,y+ D' F R' F' y- D' B2 L2 F2 U' R2 U F2,17,true
D' R D2 U L' U B2 F2 U D' R D' R L' F' ,F' D R' y+ y+ R' D' R' F2 U' R2 U F2 y+ y+,14,true
B2 R L2 D' F2 R' B U' R2 B' F B R' L' B ,F R' F' L y+ R' y- D2 B2 F2 U L2 U2 R2 U F2,21,true
U2 B' F U' R U2 R B' R' F2 B U' B U2 L' ,L D' L y+ L F2 U' R2 U' B2 U2 F2 y-,16,true
B2 F' D' L2 R' L' D2 U D R' U' F2 B L' D2 ,F R' F' L D' L y+ y+ D2 F R' F' y+ y+ F2 U' R2 U' B2 U2 F2,23,true
B D' B R F B L2 F D2 R2 D2 R2 F2 U F ,R' y- R' L D' L y+ F2 U L2 U B2 U2 F2,17,true
B D' B U L2 F2 R B' U' D F D2 B' L2 R2 ,F' D R' y+ D' F R' F' D L y- F2 U2 B2 U R2 U2 L2 U' F2,25,true
D2 U2 R2 U2 F R' L U2 B U' D' R U2 B L' ,y+ F' D R' y+ R' D' R' y+ y+ D R2 F2 U L2 U2 R2 U' B2 U2 F2,25,true
F2 L' F' R U' D2 U2 F' B2 F D2 B' U2 L' F' ,F R' F' y- F' D R' D' L y+ D R2 F2 U2 B2 U R2 U2 L2 U' F2,27,true
D L2 B2 F D2 L2 U' L R' F' B2 D' B U' F2 ,F' D R' F' D R' y- F R' F' D R' y+ y+ F2 U' R2 U F2 y-,19,true
F' B' U2 F2 D R2 L2 R2 F2 U2 F' D B2 F2 B' ,y- D L y+ F2 U' R2 U' B2 U' L2 U' F2,16,true
F2 B R' F2 U B2 D B' D2 F B R' D2 L' U ,D' F R' F' L y+ F2 U2 B2 U R2 U F2 y-,17,true
F2 D2 F D2 U F2 L' B2 U2 D L D2 L' D R' ,y+ F' D R' y+ D' R' y+ y+ D R2,8,true
D2 R' D R U B' F2 R2 L B' R' D L F U' ,F' D R' y+ y+ D' L y+ D2 F R' F' D' F R' F' y+ F2 U' R2 U2 L2 U' F2,26,true
B R U' F' L2 F2 R U D2 R2 B' D R U' R ,y+ L y+ D2 R' y+ y+ F2 y+ F2 U' R2 U' B2 U2 F2 y-,18,true
F' L2 U2 L F2 R2 F D B' F2 R D R L D2 ,R' y- F R' F' y+ F2 U L2 U2 R2 U F2,16,true
B' U F' B U R' U2 B' R' U D L' U' F2 L ,y+ R' L D' L y- B2 F2 U L2 U2 R2 U F2,18,true
B2 R B2 R L' B' R2 B L' F' R2 U B F' L ,y+ R' D' R' y+ R' y+ D2 L y- F2 U' R2 U F2 y+ y+,15,true
F' D2 U F' B2 D F' R' U B R' U' L D R' ,F' D R' y+ L y+ F R' F' y+ y+ D2 U2 B2 U R2 U2 L2 U' F2,23,true
D2 R F R U F' L D R' B2 U R' L U' F ,y+ L y+ R' L y+ y+ B2 F2 U2 B2 U R2 U2 L2 U' F2,21,true
B R' F2 U' D' B' L U L2 D2 L' R' U2 F' U ,R' L D' R' D' B2 y+ F2 U2 B2 U2 F2 y-,17,true
U' R2 L' B2 D2 R2 L2 U F' U2 D' U' D F2 L2 ,L F2 U2 B2 U2 F2,11,true
L F' R2 F2 D F2 L' B2 L' R2 L2 F' D' F' D2 ,y+ D' L y+ D2 R' y+ D2 L y+ F2 U' R2 U2 L2 U B2 U2 F2,24,true
D2 B' L2 D' R' L U F U B2 U' F2 L2 U2 R' ,F' D R' D' R' y+ R' y- D F2,9,true
U2 F R' D' L R B U' R B' L B D2 U2 B ,R' y- F' D R' y- R' y+ y+ F2 U L2 U B2 U R2 U F2,19,true
U' B' R2 D L D R L2 R2 F2 L B D2 B R2 ,y+ y+ R' y+ y+ B2 R2 F2 U2 B2 U2 F2,15,true
L R L2 F' D U2 F D' B2 F2 B2 R' L' B' D2 ,F R' F' L y- F R' F' y+ D' R2 F2 U L2 U B2 U2 F2,22,true
B R2 B L2 B D L U F U' F R' D' L2 F' ,y+ y+ L y+ L y+ F2 L2 F2 U L2 U2 R2 U F2,18,true
F2 D2 F R2 F' U' B U D' F2 R2 U L2 D' F' ,y+ D2 L y- D2 L2 F2 U L2 U B2 U2 F2,19,true
B U2 B U R' U2 B2 L R F' L2 U B D R ,L y+ F R' F' y- D' U2 B2 U' L2 U2 R2 U F2,19,true
D' B2 L' B D2 F2 B2 D' F D B D2 L D' B' ,y+ R' D' R' y+ y+ F R' F' y+ F2 U' R2 U2 L2 U B2 U2 F2,22,true
B2 D2 B2 U' R D2 F2 L R2 D' U D2 L2 B2 R2 ,R' D2 U' R2 U' B2 U' L2 U' F2,15,true
L F D2 R' F' U' F' D2 R' D' L2 F R' F R ,F R' F' D' F R' F' D' F R' F' y+ D2 L y- F2 U2 B2 U' L2 U2 R2 U F2,30,true
F2 D F' U2 F2 L' R U L2 U' R B' U' D' B' ,D' F R' F' y- D2 F R' F' y+ D B2 F2 U L2 U' F2 y+ F2 U' R2 U F2 y-,28,true
B2 R' U D U' L2 U B' R2 L U' L' D2 B' F ,D' L y+ D2 R' y+ y+ D F R' F' y+ F2 U L2 U' F2 y+ F2 U' R2 U F2 y-,25,true
F' B F' U2 R2 U' R' U L2 F2 R2 F2 D2 L2 U ,F R' F' D' F R' F' D' B2 y+ F2 U2 B2 U R2 U F2 y-,22,true
B' D2 R2 D2 U' B L R2 L R2 B' L' F R' L2 ,y+ y+ L y+ F' D R' D' L y+ D R' F2 U L2 U B2 U R2 U F2,22,true
U B2 F2 R' B' R2 L' B' F' R B L2 U' R2 B ,F' D R' D R2 y+ y+ F2 U' R2 U F2 y+ y+,14,true
B D' L' B' L' U B' U D' R D' F' U' R' U2 ,y+ D' R' y- D' B2 F2 U' R2 U2 L2 U' F2,17,true
L2 D2 L D L' D L' F B' U F2 U' R L F' ,F' D R' y+ L y+ F R' F' y+ y+ B2 F2 U' R2 U F2,17,true
B U2 B L U R' U' L' B' U2 D' B F2 D' B2 ,F' D R' y+ R' D' R' D' R' y- F2 U2 B2 U' L2 U2 R2 U F2,24,true
F D L' B' D R B2 R' U2 D2 L2 B D B L' ,F' D R' y+ L y+ R' D' L y+ y+ F2 U' R2 U' B2 U' L2 U' F2,21,true
D2 U' B' L2 F R' D B' L R D' F2 D F' L ,D' F R' F' y+ R' y- D' B2 F2 U' R2 U2 L2 U' F2,20,true
B F L2 F R B' D2 B F2 B2 U' L' B2 U' D ,y- R' L D' R' y+ D' R2 y+ F2 U2 B2 U2 F2 y-,17,true
L2 F D F' R2 F' U B R' U L2 B' L' U' F ,R' y+ R' L y+ F R' F' y+ y+ F2 U' R2 U2 L2 U B2 U2 F2,22,true
D' L D' U2 B' R2 F' B U' L B R2 D L U2 ,L y+ F R' F' D2 R' y+ y+ D F R' F' y+ F2 U' R2 U2 L2 U B2 U2 F2,27,true
B2 F2 B R' U F2 R' U' B2 L2 U2 B L' R U ,y+ F' D R' y- F' D R' D' F R' F' D2 R' F2 U' R2 U2 L2 U B2 U2 F2,29,true
F D' U' D B F2 U B' L U B2 R' F2 B D' ,F' D R' D' R' y+ y+ F R' F' y+ L y+ y+ F2 U2 B2 U2 F2 y-,19,true
U B2 D2 U' F L' F' L B R2 L2 F2 B2 D2 U' ,y+ F R' F' D' F R' F' y+ y+ D R' y+ y+ F2 U' R2 U F2 y-,17,true
B2 L2 U2 L2 D' B' L2 U' R2 B' D' U R2 B2 L ,L y+ D' L y- D2 L2 y+ F2 U' R2 U' B2 U2 F2 y-,19,true
B U D' R L2 D2 F2 R' B F' B' D' U2 B2 U' ,y- F R' F' D2 R' y+ D B2 F2 U' R2 U2 L2 U B2 U2 F2,25,true
B' L U F2 L' F U R2 L2 B2 R2 L R L F ,F' D R' y+ F R' F' y+ y+ D R' y+ y+ F2 U2 B2 U R2 U F2 y-,20,true
B' D B' F D L2 D' F' L' F2 U' L2 R' U2 B2 ,R' y+ L y+ D R' y+ y+ F2 U2 B2 U R2 U2 L2 U' F2,20,true
B2 R L2 B R D' B' D2 L2 U B F2 R' F D' ,y+ y+ L y+ F' D R' D' F R' F' y+ F2 U' R2 U F2 y+ y+ F2 U' R2 U F2 y+ y+,24,true
U' D L2 D' F' R U' B2 U' L' U L' B2 L' F ,F' D R' y+ y+ F R' F' D' R' y+ y+ D' U2 B2 U' L2 U2 R2 U F2,23,true
B F U D' B' L' D2 L U L2 R2 F R B' R ,y- R' D' L D2 L y+ F2 U' R2 U' B2 U2 F2,18,true
F2 L R' D' F D2 R' D2 F2 R' L2 F2 L' F' U2 ,y+ y+ F R' F' L D' L y+ D' L y+ F2 U' R2 U2 L2 U B2 U2 F2,24,true
F U2 D2 L' D' U2 L R2 B' L U B F' B U' ,y+ F' D R' y+ R' L D L y+ y+ F2 U L2 U' F2,15,true
B D' U2 B2 F L' R2 B' F2 B D R' D B2 F' ,y+ F' D R' D2 R' y+ y+ D F R' F' y+ F2 U' R2 U' B2 U' L2 U' F2,24,true
L2 F D' U R2 F' R L' B F2 D2 R2 L B2 L ,y+ F' D R' y+ y+ F' D R' D' F R' F' D' R' y+,12,true
D B' U F2 U2 F R' B D2 U L' F D' L2 B ,y+ D' F R' F' y+ D L y+ y+ F2 U2 B2 U R2 U2 L2 U' F2,22,true
B2 R L' F' U B2 L D L' F' L2 F' R D2 U ,y+ F' D R' y+ R' y+ F R' F' y+ R2 y+ F2 U' R2 U F2 y-,17,true
U2 R2 U2 D' U F2 D R U B2 R' U R B2 F' ,y+ L y+ D2 R' y+ y+ D R2 F2 U2 B2 U' L2 U' F2,19,true
D2 B D F' D R D' U L' B2 D2 B' F D2 R' ,y+ F R' F' y+ F R' F' D L y- F2 U' R2 U F2 y-,16,true
U2 D' F U2 F B2 F R L F' U' L F2 L' R' ,y+ L y+ F R' F' D R' y+ y+ F2 U' R2 U' B2 U' L2 U' F2,20,true
B F D2 F' R2 U' D' L' R2 U R' D2 U2 L U' ,R' y- D2 R' y+ F2 U2 B2 U R2 U F2,16,true
U2 F' B L' D2 U2 L2 D' U D U R' D2 F' L ,F R' F' y- L y+ F2 L2 F2 U2 B2 U2 F2,18,true
L' R' D' L D' U' R' F' U' R F R F2 B U' ,y+ R' y+ R' D' R' y+ y+ D2 B2 y+ F2 U' R2 U F2 y-,16,true
U' F D' F L' R2 D U2 D2 F2 D2 R' D R2 B2 ,y- D' L y+ D' L2 y+ y+ F2 U' R2 U F2 y+ y+,13,true
F2 B2 L2 R B2 D U2 L B' F2 B' U F2 R F' ,y+ L y- D2 R2 y+ y+ F2 U' R2 U F2 y+ y+,13,true
D B' D' R' F' L F2 U' B' D L' D' F' U2 R' ,F R' F' L y+ L y+ F' D R' y+ y+ F2 U' R2 U F2 y+ y+ F2 U' R2 U F2 y+ y+,24,true
B L' R2 D F B L' D R U' F2 B2 R' B' L' ,y+ R' L y+ L y+ y+ L2 F2 U L2 U B2 U2 F2,17,true
B' L2 B2 U' R F' D' R B L' D R' U2 L' B' ,y+ F R' F' L y+ L y+ y+ L2 y+ y+ F2 U' R2 U F2 y+ y+,15,true
D' L D' F' D B' R F L2 R' B' R U' B' L' ,y+ y+ R' D' L y+ D' L y+ F2 U2 B2 U' L2 U' F2,17,true
D2 F' D B R F' D2 F2 B2 R' B' U2 F' U2 B ,y+ y+ L y+ F' D R' y+ D2 R' y+ F2 U' R2 U' B2 U2 F2 y-,19,true
U' R D' U D' U' L2 D2 R U2 D' L' U2 B' R2 ,L y+ y+ D' F R' F' y+ y+ D2 B2 D2 R2 F2 U L2 U2 R2 U' B2 U2 F2,29,true
F2 D' R2 D2 R2 B D' R' U' F' B' F2 U2 F B ,y+ y+ D' F R' F' D' F R' F' y+ y+ U2 B2 U R2 U2 L2 U' F2,22,true
U' F2 R B D L B' F2 U' D F2 D2 U F R' ,F' D R' y+ y+ F' D R' y+ y+ D R2 F2 U L2 U2 R2 U' B2 U2 F2,25,true
D' F L2 F B' U' F2 U' R2 U' B' R2 B2 R' D ,y+ y+ F' D R' y+ D' R' y+ F2 U' R2 U F2,13,true
U2 L' D2 R F U2 R' F B L' F L' U2 F2 D ,R' y+ F R' F' y+ y+ R' y+ D2 R2,9,true
